CPU_capacity_provisioned_MHZ,CPU_cores,CPU_usage_%,CPU_usage_MHZ,Disk_read_throughput_KB_per_s,Disk_write_throughput_KB_per_s,Memory_capacity_provisioned_KB,Memory_usage_KB,Network_received_throughput_KB_per_s,Network_transmitted_throughput_KB_per_s,Timestamp_ms
2599.999616,1.0,1.0,25.99999616,0.0,11.8,4069376.0,352320.26666666666,0.0,0.0,1376314846.0
2599.999616,1.0,1.4,36.399994624,0.0,12.0,4069376.0,371893.6,0.3333333333333333,0.2666666666666666,1376315146.0
2599.999616,1.0,1.0,25.99999616,0.0,11.733333333333334,4069376.0,274026.13333333336,0.0,0.0,1376315446.0
2599.999616,1.0,1.4,36.399994624,0.0,11.466666666666669,4069376.0,254453.06666666668,0.2666666666666666,0.2,1376315746.0
2599.999616,1.0,1.0,25.99999616,0.0,11.333333333333332,4069376.0,296396.26666666666,0.0,0.0,1376316046.0
2599.999616,1.0,1.0,25.99999616,0.0,11.666666666666666,4069376.0,366300.5333333333,0.0,0.0,1376316646.0
2599.999616,1.0,1.4,36.399994624,0.0,11.666666666666666,4069376.0,318765.6,0.2666666666666666,0.2666666666666666,1376316946.0
2599.999616,1.0,1.0,25.99999616,0.0,11.8,4069376.0,324357.86666666664,0.0,0.0,1376317246.0
2599.999616,1.0,1.4,36.399994624,0.0,12.066666666666666,4069376.0,338338.6666666667,0.2666666666666666,0.2,1376317546.0
2599.999616,1.0,1.0666666666666669,27.733329237333333,0.0,11.733333333333333,4069376.0,329949.86666666664,0.0,0.0,1376317846.0
2599.999616,1.0,1.4,36.399994624,0.0,11.666666666666666,4069376.0,321562.13333333336,0.2666666666666666,0.2,1376318146.0
2599.999616,1.0,1.0,25.99999616,0.0,11.933333333333334,4069376.0,313173.06666666665,0.0,0.0,1376318446.0
2599.999616,1.0,1.3333333333333337,34.666661546666674,0.0,11.266666666666666,4069376.0,285210.13333333336,0.3333333333333333,0.2666666666666666,1376318746.0
2599.999616,1.0,1.0,25.99999616,0.0,11.533333333333331,4069376.0,313173.3333333333,0.0,0.0,1376319046.0
2599.999616,1.0,1.4,36.399994624,0.0,11.0,4069376.0,299191.4666666667,0.2666666666666666,0.2,1376319346.0
2599.999616,1.0,1.0,25.99999616,0.0,11.733333333333333,4069376.0,293599.2,0.0,0.0,1376319646.0
2599.999616,1.0,1.2,31.199995392,0.0,12.066666666666666,4069376.0,324357.3333333333,0.0,0.0666666666666666,1376320246.0
2599.999616,1.0,1.3333333333333337,34.666661546666674,0.0,11.733333333333334,4069376.0,304785.06666666665,0.2666666666666666,0.2666666666666666,1376320546.0
2599.999616,1.0,1.0,25.99999616,0.0,11.933333333333334,4069376.0,254452.8,0.0,0.0,1376320846.0
2599.999616,1.0,1.4,36.399994624,0.0,12.133333333333333,4069376.0,257249.6,0.2666666666666666,0.2,1376321146.0
2599.999616,1.0,1.0,25.99999616,0.0,11.8,4069376.0,327154.4,0.0,0.0,1376321446.0
2599.999616,1.0,1.3333333333333337,34.666661546666674,0.0,11.8,4069376.0,427816.8,0.2666666666666666,0.2,1376321746.0
2599.999616,1.0,1.1333333333333333,29.466662314666664,0.0,12.866666666666667,4069376.0,329950.6666666667,0.0,0.0,1376322046.0
