CPU_capacity_provisioned_MHZ,CPU_cores,CPU_usage_%,CPU_usage_MHZ,Disk_read_throughput_KB_per_s,Disk_write_throughput_KB_per_s,Memory_capacity_provisioned_KB,Memory_usage_KB,Network_received_throughput_KB_per_s,Network_transmitted_throughput_KB_per_s,Timestamp_ms
5851.999032,2.0,9.233333333333334,540.334577288,0.0,30.066666666666663,8388608.0,1610610.933333333,6.066666666666666,9.666666666666666,1376315446.0
5851.999032,2.0,12.2,713.9438819039999,2.066666666666667,40.266666666666666,8388608.0,1196771.7333333334,12.466666666666669,15.666666666666666,1376316946.0
5851.999032,2.0,11.833333333333332,692.4865521199998,0.2666666666666666,36.0,8388608.0,1381322.4,12.133333333333333,15.533333333333331,1376320246.0
5851.999032,2.0,4.733333333333333,276.99462084799995,0.0,19.2,8388608.0,1291843.2,1.7333333333333334,4.6,1376323247.0
5851.999032,2.0,4.666666666666667,273.09328816,0.0,18.066666666666663,8388608.0,721419.2,7.6,3.2666666666666666,1376323547.0
5851.999032,2.0,3.733333333333333,218.474630528,0.0,37.73333333333333,8388608.0,520092.8,4.266666666666667,6.2,1376323847.0
5851.999032,2.0,7.533333333333334,440.850593744,0.9333333333333332,22.0,8388608.0,620754.4,8.866666666666667,11.533333333333331,1376324147.0
5851.999032,2.0,6.733333333333333,394.034601488,0.0666666666666666,27.53333333333333,8388608.0,771750.4,4.333333333333333,12.733333333333333,1376324447.0
5851.999032,2.0,8.4,491.567918688,1.6,65.86666666666666,8388608.0,900375.2,9.0,9.133333333333333,1376325647.0
5851.999032,2.0,2.8666666666666667,167.757305584,0.0,3.2666666666666666,8388608.0,822081.0666666667,1.9333333333333331,0.6666666666666666,1376325947.0
5851.999032,2.0,2.4,140.447976768,0.0,5.666666666666667,8388608.0,374689.6,0.2,0.1333333333333333,1376326247.0
5851.999032,2.0,2.7,158.003973864,0.0,14.333333333333334,8388608.0,928337.6,3.4,0.6666666666666666,1376326847.0
5851.999032,2.0,1.0,58.51999032,0.0,0.0,8388608.0,878004.8,0.0,0.0,1376327447.0
