CPU_capacity_provisioned_MHZ,CPU_cores,CPU_usage_%,CPU_usage_MHZ,Disk_read_throughput_KB_per_s,Disk_write_throughput_KB_per_s,Memory_capacity_provisioned_KB,Memory_usage_KB,Network_received_throughput_KB_per_s,Network_transmitted_throughput_KB_per_s,Timestamp_ms
10399.997208,4.0,1.8666666666666665,194.133281216,0.0,12.8,2990080.0,22369.6,4.733333333333333,0.0,1376314846.0
10399.997208,4.0,1.7833333333333334,185.466616876,0.0,12.666666666666668,2990080.0,156587.2,4.733333333333333,0.0,1376315146.0
10399.997208,4.0,1.8,187.199949744,0.0,12.466666666666669,2990080.0,44739.2,4.666666666666667,0.0,1376315446.0
10399.997208,4.0,1.8,187.199949744,0.0,12.4,2990080.0,33554.4,4.733333333333333,0.0,1376315746.0
10399.997208,4.0,1.8,187.199949744,0.0,12.8,2990080.0,234880.8,4.666666666666667,0.0,1376316046.0
10399.997208,4.0,1.8166666666666669,188.933282612,0.0,13.6,2990080.0,33554.4,4.666666666666667,0.0666666666666666,1376316346.0
10399.997208,4.0,1.9666666666666663,204.53327842400003,0.0,17.8,2990080.0,234880.8,4.666666666666667,0.0,1376316646.0
10399.997208,4.0,1.75,181.99995114,0.0,12.933333333333334,2990080.0,89478.4,4.733333333333333,0.0,1376316946.0
10399.997208,4.0,1.7666666666666666,183.733284008,0.0,12.4,2990080.0,156587.2,4.733333333333333,0.0,1376317246.0
10399.997208,4.0,1.7833333333333334,185.466616876,0.0,12.666666666666668,2990080.0,134217.6,4.666666666666667,0.0,1376317546.0
10399.997208,4.0,1.8333333333333333,190.66661548000005,0.0,12.6,2990080.0,55924.0,4.666666666666667,0.0666666666666666,1376317846.0
10399.997208,4.0,1.8,187.199949744,0.0,12.866666666666667,2990080.0,44739.2,4.733333333333333,0.0,1376318146.0
10399.997208,4.0,1.8,187.199949744,0.0,12.666666666666666,2990080.0,190141.6,4.666666666666667,0.0,1376318446.0
10399.997208,4.0,1.8,187.199949744,0.0,12.733333333333334,2990080.0,246065.6,4.733333333333333,0.0666666666666666,1376318746.0
10399.997208,4.0,1.85,192.39994834800004,0.0,12.666666666666666,2990080.0,78293.6,4.666666666666667,0.0666666666666666,1376319046.0
10399.997208,4.0,1.75,181.99995114,0.0,12.6,2990080.0,89478.4,4.666666666666667,0.0,1376319346.0
10399.997208,4.0,1.8,187.199949744,0.0,12.4,2990080.0,111848.0,4.6,0.0,1376319646.0
10399.997208,4.0,1.8333333333333333,190.66661548000005,0.0,13.466666666666669,2990080.0,234880.8,4.733333333333333,0.0666666666666666,1376319946.0
10399.997208,4.0,2.0,207.99994416,0.0,18.066666666666663,2990080.0,257250.4,4.733333333333333,0.0,1376320246.0
10399.997208,4.0,1.8,187.199949744,0.0,12.333333333333334,2990080.0,145402.4,4.666666666666667,0.0,1376320546.0
10399.997208,4.0,1.8,187.199949744,0.0,12.8,2990080.0,0.0,4.6,0.0,1376320846.0
10399.997208,4.0,1.8,187.199949744,0.0,12.8,2990080.0,0.0,4.733333333333333,0.0666666666666666,1376321146.0
10399.997208,4.0,1.7833333333333334,185.466616876,0.0,12.533333333333331,2990080.0,0.0,4.666666666666667,0.0,1376321446.0
10399.997208,4.0,1.8166666666666669,188.933282612,0.0,12.6,2990080.0,33554.4,4.533333333333333,0.0,1376321746.0
10399.997208,4.0,1.9833333333333332,206.266611292,0.0,12.666666666666668,2990080.0,246065.6,4.733333333333333,0.0,1376322046.0
10399.997208,4.0,1.9833333333333332,206.266611292,0.0,12.333333333333332,2990080.0,201326.4,4.8,0.0,1376322346.0
10399.997208,4.0,1.9666666666666663,204.53327842400003,0.0,12.466666666666663,2990080.0,257250.4,4.733333333333333,0.0,1376322647.0
10399.997208,4.0,1.9333333333333331,201.066612688,0.0,12.266666666666666,2990080.0,134217.6,4.6,0.0,1376322947.0
10399.997208,4.0,1.9666666666666663,204.53327842400003,0.0,12.4,2990080.0,123032.8,4.733333333333333,0.0,1376323247.0
10399.997208,4.0,2.1,218.39994136800004,0.0,18.0,2990080.0,201326.4,4.8,0.0,1376323847.0
10399.997208,4.0,1.9,197.599946952,0.0,12.466666666666669,2990080.0,212511.2,4.666666666666667,0.0666666666666666,1376324147.0
10399.997208,4.0,1.95,202.799945556,0.0,12.2,2990080.0,134217.6,4.666666666666667,0.0,1376324447.0
10399.997208,4.0,1.9833333333333332,206.266611292,0.0,12.8,2990080.0,89478.4,4.733333333333333,0.0,1376324747.0
10399.997208,4.0,1.9833333333333332,206.266611292,0.0,12.4,2990080.0,167772.0,4.8,0.0,1376325047.0
10399.997208,4.0,2.0,207.99994416,0.0,13.2,2990080.0,167772.0,4.8,0.0666666666666666,1376325347.0
10399.997208,4.0,1.95,202.799945556,0.0,12.533333333333331,2990080.0,279620.0,4.6,0.0,1376325647.0
10399.997208,4.0,1.9333333333333331,201.066612688,0.0,12.266666666666666,2990080.0,201326.4,4.6,0.0,1376325947.0
10399.997208,4.0,1.9333333333333331,201.066612688,0.0,12.466666666666669,2990080.0,0.0,4.6,0.0666666666666666,1376326247.0
10399.997208,4.0,1.9833333333333332,206.266611292,0.0,12.4,2990080.0,156587.2,4.533333333333333,0.0,1376326547.0
10399.997208,4.0,1.9833333333333332,206.266611292,0.0,12.6,2990080.0,301989.6,4.6,0.0,1376326847.0
10399.997208,4.0,2.033333333333333,211.466609896,0.0,13.6,2990080.0,134217.6,4.8,0.0666666666666666,1376327147.0
10399.997208,4.0,2.15,223.599939972,0.0,17.53333333333333,2990080.0,190141.6,4.666666666666667,0.0666666666666666,1376327447.0
10399.997208,4.0,1.9666666666666663,204.53327842400003,0.0,12.4,2990080.0,111848.0,4.666666666666667,0.0,1376327747.0
10399.997208,4.0,1.9333333333333331,201.066612688,0.0,12.533333333333331,2990080.0,223696.0,4.666666666666667,0.0666666666666666,1376328047.0
10399.997208,4.0,1.9333333333333331,201.066612688,0.0,13.066666666666666,2990080.0,324359.2,4.666666666666667,0.0,1376328347.0
10399.997208,4.0,1.95,202.799945556,0.0,12.6,2990080.0,223696.0,4.666666666666667,0.0,1376328647.0
10399.997208,4.0,1.8833333333333333,195.866614084,0.0,12.466666666666669,2990080.0,212511.2,4.6,0.0,1376329247.0
10399.997208,4.0,1.8666666666666665,194.133281216,0.0,12.466666666666669,2990080.0,123032.8,4.6,0.0,1376329547.0
10399.997208,4.0,1.9333333333333331,201.066612688,0.0,12.866666666666667,2990080.0,22369.6,4.6,0.0,1376329847.0
10399.997208,4.0,1.9833333333333332,206.266611292,0.0,12.6,2990080.0,212511.2,4.533333333333333,0.0,1376330147.0
