Timestamp [ms],	CPU cores,	CPU capacity provisioned [MHZ],	CPU usage [MHZ],	CPU usage [%],	Memory capacity provisioned [KB],	Memory usage [KB],	Disk read throughput [KB/s],	Disk write throughput [KB/s],	Network received throughput [KB/s],	Network transmitted throughput [KB/s]
1376314846.0,1.0,2925.999516,0.0,0.0,126048.0,14678.133333333331,0.0,1.3333333333333333,0.0,0.0
1376315446.0,1.0,2925.999516,0.0,0.0,126048.0,35125.6,0.0,1.3333333333333333,0.0,0.0
1376315746.0,1.0,2925.999516,0.0,0.0,126048.0,14677.6,0.0,1.3333333333333333,0.0,0.0
1376316346.0,1.0,2925.999516,0.0,0.0,126048.0,27261.6,0.0,1.0666666666666669,0.0,0.0
1376316646.0,1.0,2925.999516,0.0,0.0,126048.0,14503.733333333334,0.0,1.0666666666666669,0.0,0.0
1376316946.0,1.0,2925.999516,0.0,0.0,126048.0,14502.933333333332,0.0,1.0,0.0,0.0
1376317246.0,1.0,2925.999516,9.75333172,0.3333333333333333,126048.0,24639.2,0.0,1.1333333333333333,0.0,0.0
1376317546.0,1.0,2925.999516,0.0,0.0,126048.0,30406.4,0.0,1.0,0.0,0.0
1376317846.0,1.0,2925.999516,0.0,0.0,126048.0,15376.533333333333,0.0,1.0,0.0,0.0
1376318146.0,1.0,2925.999516,0.0,0.0,126048.0,15727.466666666667,0.0,1.0,0.0,0.0
1376318446.0,1.0,2925.999516,0.0,0.0,126048.0,16251.2,0.0,1.3333333333333333,0.0,0.0
1376318746.0,1.0,2925.999516,11.703998064,0.4,126048.0,36174.4,0.0,1.3333333333333333,0.0,0.0
1376319046.0,1.0,2925.999516,0.0,0.0,126048.0,20445.6,0.0,1.2666666666666666,0.0,0.0
1376319346.0,1.0,2925.999516,0.0,0.0,126048.0,16250.4,0.0,1.3333333333333333,0.0,0.0
1376319946.0,1.0,2925.999516,0.0,0.0,126048.0,37746.4,0.0,1.3333333333333333,0.0,0.0
1376320246.0,1.0,2925.999516,0.0,0.0,126048.0,17473.866666666665,0.0,1.3333333333333333,0.0,0.0
1376320546.0,1.0,2925.999516,7.802665376,0.2666666666666666,126048.0,21318.93333333333,0.0,1.3333333333333333,0.0,0.0
1376320846.0,1.0,2925.999516,3.901332688,0.1333333333333333,126048.0,44563.2,0.0,1.2666666666666666,0.0,0.0
