Timestamp [ms],	CPU cores,	CPU capacity provisioned [MHZ],	CPU usage [MHZ],	CPU usage [%],	Memory capacity provisioned [KB],	Memory usage [KB],	Disk read throughput [KB/s],	Disk write throughput [KB/s],	Network received throughput [KB/s],	Network transmitted throughput [KB/s]
1376315446.0,2.0,5851.999032,540.334577288,9.233333333333334,8388608.0,1610610.933333333,0.0,30.066666666666663,6.066666666666666,9.666666666666666
1376316946.0,2.0,5851.999032,713.9438819039999,12.2,8388608.0,1196771.7333333334,2.066666666666667,40.266666666666666,12.466666666666669,15.666666666666666
1376320246.0,2.0,5851.999032,692.4865521199998,11.833333333333332,8388608.0,1381322.4,0.2666666666666666,36.0,12.133333333333333,15.533333333333331
1376323247.0,2.0,5851.999032,276.99462084799995,4.733333333333333,8388608.0,1291843.2,0.0,19.2,1.7333333333333334,4.6
1376323547.0,2.0,5851.999032,273.09328816,4.666666666666667,8388608.0,721419.2,0.0,18.066666666666663,7.6,3.2666666666666666
1376323847.0,2.0,5851.999032,218.474630528,3.733333333333333,8388608.0,520092.8,0.0,37.73333333333333,4.266666666666667,6.2
1376324147.0,2.0,5851.999032,440.850593744,7.533333333333334,8388608.0,620754.4,0.9333333333333332,22.0,8.866666666666667,11.533333333333331
1376324447.0,2.0,5851.999032,394.034601488,6.733333333333333,8388608.0,771750.4,0.0666666666666666,27.53333333333333,4.333333333333333,12.733333333333333
1376325647.0,2.0,5851.999032,491.567918688,8.4,8388608.0,900375.2,1.6,65.86666666666666,9.0,9.133333333333333
1376325947.0,2.0,5851.999032,167.757305584,2.8666666666666667,8388608.0,822081.0666666667,0.0,3.2666666666666666,1.9333333333333331,0.6666666666666666
1376326247.0,2.0,5851.999032,140.447976768,2.4,8388608.0,374689.6,0.0,5.666666666666667,0.2,0.1333333333333333
1376326847.0,2.0,5851.999032,158.003973864,2.7,8388608.0,928337.6,0.0,14.333333333333334,3.4,0.6666666666666666
1376327447.0,2.0,5851.999032,58.51999032,1.0,8388608.0,878004.8,0.0,0.0,0.0,0.0
1376327747.0,2.0,5851.999032,95.582650856,1.6333333333333335,8388608.0,318766.13333333336,0.0,12.0,4.066666666666666,2.0
1376328047.0,2.0,5851.999032,101.434649888,1.7333333333333334,8388608.0,441798.93333333335,0.4,5.066666666666666,0.4666666666666667,0.8
1376328647.0,2.0,5851.999032,107.28664892,1.8333333333333333,8388608.0,777341.6,0.0,12.0,1.6,2.0
1376329247.0,2.0,5851.999032,91.681318168,1.5666666666666669,8388608.0,380281.6,0.0,7.266666666666667,1.7333333333333334,1.3333333333333333
1376329547.0,2.0,5851.999032,64.371989352,1.1,8388608.0,184548.53333333333,0.0,3.1333333333333333,0.0,0.0
1376329847.0,2.0,5851.999032,58.51999032,1.0,8388608.0,95070.4,0.0,0.4666666666666667,0.0,0.0
1376330147.0,2.0,5851.999032,60.47065666399999,1.0333333333333332,8388608.0,72699.46666666666,0.0,0.0,0.0,0.0
1376330447.0,2.0,5851.999032,66.322655696,1.1333333333333333,8388608.0,100661.6,0.0,0.8666666666666667,0.0,0.0
1376330747.0,2.0,5851.999032,76.075987416,1.3,8388608.0,150994.4,0.0,0.0,0.0,0.0
1376331047.0,2.0,5851.999032,64.371989352,1.1,8388608.0,72700.53333333334,0.0,0.5333333333333333,0.0,0.0
1376331347.0,2.0,5851.999032,64.371989352,1.1,8388608.0,83884.0,0.0,1.2666666666666666,0.0,0.0
1376331947.0,2.0,5851.999032,62.421323008,1.0666666666666669,8388608.0,357913.06666666665,0.0,1.6,0.0,0.0
1376332547.0,2.0,5851.999032,64.371989352,1.1,8388608.0,145401.86666666667,0.0666666666666666,6.2,0.0,0.0
1376332847.0,2.0,5851.999032,68.27332204,1.1666666666666667,8388608.0,134216.8,0.0,0.0,0.0,0.0
1376333147.0,2.0,5851.999032,62.421323008,1.0666666666666669,8388608.0,162179.46666666667,0.0,0.2666666666666666,0.0,0.0
1376333447.0,2.0,5851.999032,68.27332204,1.1666666666666667,8388608.0,83884.0,0.0,1.0,0.0,0.0
1376333747.0,2.0,5851.999032,64.371989352,1.1,8388608.0,78291.73333333334,0.0,0.4,0.0,0.0
1376334047.0,2.0,5851.999032,64.371989352,1.1,8388608.0,106254.93333333332,0.0,0.6,0.0,0.0
1376334347.0,2.0,5851.999032,138.49731042399998,2.3666666666666667,8388608.0,268434.93333333335,0.0,0.9333333333333332,0.4,10.466666666666669
1376334647.0,2.0,5851.999032,224.32662956,3.833333333333333,8388608.0,911560.2666666668,0.0666666666666666,1.8666666666666667,0.8,20.53333333333333
1376335247.0,2.0,5851.999032,177.51063730399997,3.033333333333333,8388608.0,1437245.8666666667,0.0,1.7333333333333334,0.5333333333333333,13.533333333333331
1376335847.0,2.0,5851.999032,58.51999032,1.0,8388608.0,234880.26666666663,0.0,0.2,0.0,0.0
1376336147.0,2.0,5851.999032,70.223988384,1.2,8388608.0,117439.2,9.066666666666666,5.333333333333333,0.0666666666666666,0.0666666666666666
1376336447.0,2.0,5851.999032,62.421323008,1.0666666666666669,8388608.0,184548.0,0.0,0.6666666666666666,0.0,0.0
1376336747.0,2.0,5851.999032,78.02665376,1.3333333333333337,8388608.0,123032.0,0.0,0.6666666666666666,0.0,0.0
1376337047.0,2.0,5851.999032,101.434649888,1.7333333333333334,8388608.0,397059.2,0.0,8.4,0.2666666666666666,0.2
1376337347.0,2.0,5851.999032,62.421323008,1.0666666666666669,8388608.0,173364.0,0.0,2.2666666666666666,0.0666666666666666,0.0666666666666666
1376337647.0,2.0,5851.999032,70.223988384,1.2,8388608.0,106254.13333333332,0.0,1.4,0.0,0.0
1376337947.0,2.0,5851.999032,70.223988384,1.2,8388608.0,150994.13333333333,0.0,0.0,0.0,0.0
1376338248.0,2.0,5851.999032,62.421323008,1.0666666666666669,8388608.0,117439.46666666666,0.0,0.0,0.0,0.0
1376338848.0,2.0,5851.999032,111.187981608,1.9,8388608.0,637532.8,0.0666666666666666,4.133333333333334,0.0,0.0
1376339448.0,2.0,5851.999032,111.187981608,1.9,8388608.0,486537.6,0.0,0.7333333333333333,0.0,0.0
1376339748.0,2.0,5851.999032,111.187981608,1.9,8388608.0,385875.2,0.0,1.2666666666666666,0.0,0.0
1376340048.0,2.0,5851.999032,60.47065666399999,1.0333333333333332,8388608.0,201325.6,0.0,0.0,0.0,0.0
1376340348.0,2.0,5851.999032,64.371989352,1.1,8388608.0,50330.4,0.0,0.6666666666666666,0.0,0.0
1376340648.0,2.0,5851.999032,58.51999032,1.0,8388608.0,83884.0,0.0,0.0,0.0,0.0
1376340948.0,2.0,5851.999032,64.371989352,1.1,8388608.0,111846.93333333332,0.0,0.0,0.0,0.0
1376341548.0,2.0,5851.999032,78.02665376,1.3333333333333337,8388608.0,1140848.0,0.0,0.9333333333333332,0.0,0.0
1376342148.0,2.0,5851.999032,72.174654728,1.2333333333333334,8388608.0,452983.2,0.0,1.4666666666666666,0.0,0.0666666666666666
1376342448.0,2.0,5851.999032,58.51999032,1.0,8388608.0,167772.0,0.0,0.0,0.0,0.0
1376342748.0,2.0,5851.999032,64.371989352,1.1,8388608.0,100661.6,0.0,0.0,0.0,0.0
1376343048.0,2.0,5851.999032,62.421323008,1.0666666666666669,8388608.0,55922.66666666666,0.0,1.3333333333333333,0.0666666666666666,0.0666666666666666
1376343348.0,2.0,5851.999032,68.27332204,1.1666666666666667,8388608.0,156586.4,0.0,1.0,0.0,0.0
1376343648.0,2.0,5851.999032,58.51999032,1.0,8388608.0,117438.4,0.0,0.0,0.0,0.0
1376343948.0,2.0,5851.999032,58.51999032,1.0,8388608.0,50330.4,0.0,0.0,0.0,0.0
1376344548.0,2.0,5851.999032,68.27332204,1.1666666666666667,8388608.0,1146441.3333333333,0.0,1.2,0.0,0.0
1376345148.0,2.0,5851.999032,70.223988384,1.2,8388608.0,262842.13333333336,0.0,0.4666666666666667,0.0,0.0
