Timestamp [ms],	CPU cores,	CPU capacity provisioned [MHZ],	CPU usage [MHZ],	CPU usage [%],	Memory capacity provisioned [KB],	Memory usage [KB],	Disk read throughput [KB/s],	Disk write throughput [KB/s],	Network received throughput [KB/s],	Network transmitted throughput [KB/s]
1376314846.0,1.0,2925.99956,0.0,0.0,179304.0,27609.6,0.0,1.2,1.4666666666666666,1.6666666666666667
1376315146.0,1.0,2925.99956,11.70399824,0.4,179304.0,46834.4,0.0,1.2666666666666666,1.4,1.4666666666666666
1376315446.0,1.0,2925.99956,0.0,0.0,179304.0,70602.66666666667,0.0,1.0666666666666669,2.0,2.1333333333333333
1376315746.0,1.0,2925.99956,0.0,0.0,179304.0,34601.333333333336,0.0,1.1333333333333333,1.8666666666666667,2.0
1376316046.0,1.0,2925.99956,11.70399824,0.4,179304.0,53650.13333333333,0.0,1.2,1.6666666666666667,1.7333333333333334
1376316346.0,1.0,2925.99956,0.0,0.0,179304.0,56970.13333333333,0.0,1.0666666666666669,1.7333333333333334,1.8
1376316646.0,1.0,2925.99956,0.0,0.0,179304.0,34951.73333333333,0.0,1.1333333333333333,1.2,1.5333333333333334
1376316946.0,1.0,2925.99956,0.0,0.0,179304.0,33727.2,0.0,1.1333333333333333,1.9333333333333331,2.0
1376317246.0,1.0,2925.99956,11.70399824,0.4,179304.0,51203.73333333333,0.0,1.1333333333333333,1.7333333333333334,1.8666666666666667
1376317546.0,1.0,2925.99956,0.0,0.0,179304.0,54000.53333333333,0.0,1.0,1.3333333333333333,1.4
1376317846.0,1.0,2925.99956,0.0,0.0,179304.0,29532.8,0.0,1.0,1.4666666666666666,1.5333333333333334
1376318146.0,1.0,2925.99956,0.0,0.0,179304.0,28309.866666666665,0.0,1.0,1.4,1.4666666666666666
1376318446.0,1.0,2925.99956,3.9013327466666663,0.1333333333333333,179304.0,30756.0,0.0,1.0666666666666669,1.4666666666666666,1.6
1376318746.0,1.0,2925.99956,7.802665493333333,0.2666666666666666,179304.0,75845.06666666667,0.0,1.0666666666666669,1.4666666666666666,1.4666666666666666
1376319046.0,1.0,2925.99956,0.0,0.0,179304.0,41241.86666666667,0.0,1.0666666666666669,2.0,2.1333333333333333
1376319346.0,1.0,2925.99956,0.0,0.0,179304.0,27610.4,0.0,1.0,2.0,2.066666666666667
1376319646.0,1.0,2925.99956,11.70399824,0.4,179304.0,46833.6,0.0,1.2,2.2,2.466666666666667
1376319946.0,1.0,2925.99956,0.0,0.0,179304.0,66932.26666666666,0.0,1.0666666666666669,1.8,1.8
1376320246.0,1.0,2925.99956,0.0,0.0,179304.0,33552.53333333333,0.0,1.1333333333333333,1.2666666666666666,1.4
1376320546.0,1.0,2925.99956,7.802665493333333,0.2666666666666666,179304.0,37921.6,0.0,1.2,1.9333333333333331,2.0
1376320846.0,1.0,2925.99956,3.9013327466666663,0.1333333333333333,179304.0,73223.46666666666,0.0,1.0666666666666669,1.7333333333333334,1.9333333333333331
1376321146.0,1.0,2925.99956,0.0,0.0,179304.0,41241.86666666667,0.0,1.0,1.3333333333333333,1.4
1376321446.0,1.0,2925.99956,0.0,0.0,179304.0,28832.533333333333,0.0,1.0,1.5333333333333334,1.6666666666666667
1376321746.0,1.0,2925.99956,11.70399824,0.4,179304.0,51902.93333333333,0.0,1.2,1.2666666666666666,1.3333333333333333
1376322046.0,1.0,2925.99956,0.0,0.0,179304.0,61340.0,0.0,1.0,1.5333333333333334,1.6
1376322346.0,1.0,2925.99956,0.0,0.0,179304.0,32853.6,0.0,1.0,1.4,1.4666666666666666
1376322647.0,1.0,2925.99956,11.70399824,0.4,179304.0,33727.2,0.0,1.2,2.6666666666666665,2.6666666666666665
1376322947.0,1.0,2925.99956,0.0,0.0,179304.0,67106.93333333333,0.0,1.0,1.9333333333333331,2.0
1376323247.0,1.0,2925.99956,0.0,0.0,179304.0,34600.0,0.0,1.0,1.6666666666666667,1.7333333333333334
1376323547.0,1.0,2925.99956,0.0,0.0,179304.0,25688.0,0.0,1.0,1.7333333333333334,1.8
1376323847.0,1.0,2925.99956,11.70399824,0.4,179304.0,73223.73333333334,0.0,1.1333333333333333,1.4666666666666666,1.5333333333333334
1376324147.0,1.0,2925.99956,0.0,0.0,179304.0,44038.93333333333,0.0,1.0,2.066666666666667,2.1333333333333333
1376324447.0,1.0,2925.99956,0.0,0.0,179304.0,33552.0,0.0,1.0666666666666669,1.8666666666666667,1.9333333333333331
1376324747.0,1.0,2925.99956,11.70399824,0.4,179304.0,45260.8,0.0,1.0666666666666669,1.4,1.4666666666666666
1376325047.0,1.0,2925.99956,0.0,0.0,179304.0,69028.8,0.0,1.0,1.4,1.5333333333333334
1376325347.0,1.0,2925.99956,0.0,0.0,179304.0,35125.333333333336,0.0,1.0,1.6666666666666667,1.6666666666666667
1376325647.0,1.0,2925.99956,0.0,0.0,179304.0,35475.46666666667,0.0,1.0,1.6,1.6666666666666667
1376325947.0,1.0,2925.99956,11.70399824,0.4,179304.0,74971.46666666666,0.0,1.0666666666666669,1.5333333333333334,1.5333333333333334
1376326247.0,1.0,2925.99956,0.0,0.0,179304.0,44563.2,0.0,1.0666666666666669,2.333333333333333,2.333333333333333
1376326547.0,1.0,2925.99956,0.0,0.0,179304.0,34251.46666666667,0.0,1.0,2.066666666666667,2.1333333333333333
1376326847.0,1.0,2925.99956,11.70399824,0.4,179304.0,67632.26666666666,0.0,1.2,1.7333333333333334,1.8
1376327147.0,1.0,2925.99956,0.0,0.0,179304.0,48407.73333333333,0.0,1.0,1.7333333333333334,1.8666666666666667
1376327447.0,1.0,2925.99956,0.0,0.0,179304.0,34601.333333333336,0.0,1.0,1.4,1.4666666666666666
1376327747.0,1.0,2925.99956,7.802665493333333,0.2666666666666666,179304.0,32328.533333333333,0.0,1.2,2.066666666666667,2.066666666666667
1376328047.0,1.0,2925.99956,3.9013327466666663,0.1333333333333333,179304.0,63437.6,0.0,1.0666666666666669,1.9333333333333331,1.9333333333333331
1376328347.0,1.0,2925.99956,0.0,0.0,179304.0,33028.0,0.0,1.0,1.2666666666666666,1.4666666666666666
1376328647.0,1.0,2925.99956,0.0,0.0,179304.0,28308.0,0.0,1.0,1.5333333333333334,1.6
1376328947.0,1.0,2925.99956,11.70399824,0.4,179304.0,53300.8,0.0,1.2666666666666666,1.4,1.4666666666666666
1376329247.0,1.0,2925.99956,0.0,0.0,179304.0,43864.26666666667,0.0,1.0,1.6666666666666667,1.7333333333333334
1376329547.0,1.0,2925.99956,0.0,0.0,179304.0,30930.666666666668,0.0,1.0,1.6666666666666667,1.6666666666666667
1376329847.0,1.0,2925.99956,11.70399824,0.4,179304.0,56445.86666666667,0.0,1.2,2.2,2.333333333333333
1376330147.0,1.0,2925.99956,0.0,0.0,179304.0,61864.8,0.0,1.1333333333333333,2.0,2.066666666666667
1376330447.0,1.0,2925.99956,0.0,0.0,179304.0,32853.066666666666,0.0,1.0,1.7333333333333334,1.8
1376330747.0,1.0,2925.99956,0.0,0.0,179304.0,27784.8,0.0,1.0,1.8666666666666667,1.9333333333333331
1376331047.0,1.0,2925.99956,11.70399824,0.4,179304.0,59766.4,0.0,1.1333333333333333,1.6666666666666667,1.6666666666666667
1376331347.0,1.0,2925.99956,0.0,0.0,179304.0,41417.6,0.0,1.0,2.533333333333333,2.6666666666666665
1376331647.0,1.0,2925.99956,0.0,0.0,179304.0,24114.4,0.0,1.0666666666666669,2.066666666666667,2.1333333333333333
1376331947.0,1.0,2925.99956,0.0,0.0,179304.0,24813.866666666665,0.0,1.0,1.3333333333333333,1.4666666666666666
1376332247.0,1.0,2925.99956,11.70399824,0.4,179304.0,66058.4,0.0,1.0666666666666669,1.4666666666666666,1.6
1376332547.0,1.0,2925.99956,0.0,0.0,179304.0,42989.6,0.0,1.0,1.6,1.6
1376332847.0,1.0,2925.99956,0.0,0.0,179304.0,29358.4,0.0,1.0,1.5333333333333334,1.7333333333333334
1376333147.0,1.0,2925.99956,11.70399824,0.4,179304.0,55572.26666666667,0.0,1.0666666666666669,1.3333333333333333,1.4666666666666666
1376333447.0,1.0,2925.99956,0.0,0.0,179304.0,64485.6,0.0,1.0666666666666669,2.2666666666666666,2.333333333333333
1376333747.0,1.0,2925.99956,0.0,0.0,179304.0,34951.2,0.0,1.0,2.2,2.2
1376334047.0,1.0,2925.99956,0.0,0.0,179304.0,30405.6,0.0,1.0,1.8,1.8
1376334347.0,1.0,2925.99956,11.70399824,0.4,179304.0,49281.6,0.0,1.1333333333333333,1.7333333333333334,1.9333333333333331
1376334647.0,1.0,2925.99956,0.0,0.0,179304.0,66583.2,0.0,1.0,1.3333333333333333,1.5333333333333334
1376334947.0,1.0,2925.99956,0.0,0.0,179304.0,29356.8,0.0,1.0,2.533333333333333,2.6
1376335247.0,1.0,2925.99956,11.70399824,0.4,179304.0,37921.066666666666,0.0,1.2666666666666666,2.0,2.0
1376335547.0,1.0,2925.99956,0.0,0.0,179304.0,66583.2,0.0,1.1333333333333333,2.0,2.1333333333333333
1376335847.0,1.0,2925.99956,0.0,0.0,179304.0,34076.8,0.0,1.0666666666666669,1.4666666666666666,1.5333333333333334
1376336147.0,1.0,2925.99956,0.0,0.0,179304.0,29882.4,0.0,1.1333333333333333,1.6,1.8
1376336447.0,1.0,2925.99956,11.70399824,0.4,179304.0,66408.53333333334,0.0,1.1333333333333333,1.6666666666666667,1.6666666666666667
1376336747.0,1.0,2925.99956,0.0,0.0,179304.0,50854.4,0.0,1.0,1.4,1.4666666666666666
1376337047.0,1.0,2925.99956,0.0,0.0,179304.0,29706.93333333333,0.0,1.0666666666666669,2.2,2.2
1376337347.0,1.0,2925.99956,11.70399824,0.4,179304.0,44562.4,0.0,1.1333333333333333,2.533333333333333,2.6666666666666665
1376337647.0,1.0,2925.99956,0.0,0.0,179304.0,59242.4,0.0,1.0,1.9333333333333331,1.9333333333333331
1376337947.0,1.0,2925.99956,0.0,0.0,179304.0,32154.4,0.0,1.0,1.9333333333333331,1.9333333333333331
1376338248.0,1.0,2925.99956,0.0,0.0,179304.0,31105.066666666666,0.0,1.0,1.4666666666666666,1.5333333333333334
1376338548.0,1.0,2925.99956,11.70399824,0.4,179304.0,44913.066666666666,0.0,1.0666666666666669,2.066666666666667,2.066666666666667
1376338848.0,1.0,2925.99956,0.0,0.0,179304.0,61864.8,0.0,1.0666666666666669,2.066666666666667,2.2
1376339148.0,1.0,2925.99956,0.0,0.0,179304.0,33378.13333333333,0.0,1.0,1.4666666666666666,1.5333333333333334
1376339448.0,1.0,2925.99956,11.70399824,0.4,179304.0,56446.66666666666,0.0,1.0666666666666669,1.6,1.6666666666666667
1376339748.0,1.0,2925.99956,0.0,0.0,179304.0,53999.2,0.0,1.0,1.5333333333333334,1.5333333333333334
1376340048.0,1.0,2925.99956,0.0,0.0,179304.0,29358.4,0.0,1.0,1.7333333333333334,1.8
1376340348.0,1.0,2925.99956,0.0,0.0,179304.0,24989.33333333333,0.0,1.0,1.4666666666666666,1.5333333333333334
1376340648.0,1.0,2925.99956,11.70399824,0.4,179304.0,47184.26666666667,0.0,1.2666666666666666,2.2666666666666666,2.333333333333333
1376340948.0,1.0,2925.99956,0.0,0.0,179304.0,54524.8,0.0,1.1333333333333333,2.0,2.0
1376341248.0,1.0,2925.99956,0.0,0.0,179304.0,28308.8,0.0,1.0666666666666669,1.6,1.6666666666666667
1376341548.0,1.0,2925.99956,0.0,0.0,179304.0,25164.0,0.0,1.0,1.8,1.8666666666666667
1376341848.0,1.0,2925.99956,11.70399824,0.4,179304.0,63961.6,0.0,1.0666666666666669,1.2,1.4666666666666666
1376342148.0,1.0,2925.99956,0.0,0.0,179304.0,39844.8,0.0,1.0,2.0,2.066666666666667
1376342448.0,1.0,2925.99956,0.0,0.0,179304.0,29008.0,0.0,1.0666666666666669,1.8,1.8666666666666667
1376342748.0,1.0,2925.99956,7.802665493333333,0.2666666666666666,179304.0,33726.666666666664,0.0,1.1333333333333333,1.4,1.4666666666666666
1376343048.0,1.0,2925.99956,3.9013327466666663,0.1333333333333333,179304.0,63437.6,0.0,1.0,1.4,1.4666666666666666
1376343348.0,1.0,2925.99956,0.0,0.0,179304.0,35649.6,0.0,1.0,1.5333333333333334,1.6
