Timestamp [ms],	CPU cores,	CPU capacity provisioned [MHZ],	CPU usage [MHZ],	CPU usage [%],	Memory capacity provisioned [KB],	Memory usage [KB],	Disk read throughput [KB/s],	Disk write throughput [KB/s],	Network received throughput [KB/s],	Network transmitted throughput [KB/s]
1376568369.0,1.0,2925.999384,0.0,0.0,126008.0,23592.0,0.0,0.125,0.0,0.0
1376568669.0,1.0,2925.999384,11.703997536,0.4,126008.0,39319.2,0.0,0.0666666666666666,0.0,0.0
1376568969.0,1.0,2925.999384,0.0,0.0,126008.0,25164.0,0.0,0.0,0.0,0.0
1376569269.0,1.0,2925.999384,0.0,0.0,126008.0,13105.6,0.0,0.0,0.0,0.0
1376569569.0,1.0,2925.999384,11.703997536,0.4,126008.0,41592.0,0.0,0.1333333333333333,0.0,0.0
1376569869.0,1.0,2925.999384,0.0,0.0,126008.0,18872.0,0.0,0.0,0.0,0.0
1376570169.0,1.0,2925.999384,0.0,0.0,126008.0,13106.133333333331,0.0,0.0666666666666666,0.0,0.0
1376570469.0,1.0,2925.999384,11.703997536,0.4,126008.0,19223.2,0.0,0.0666666666666666,0.0,0.0
1376570769.0,1.0,2925.999384,0.0,0.0,126008.0,38270.4,0.0,0.0,0.0,0.0
1376571069.0,1.0,2925.999384,0.0,0.0,126008.0,14153.6,0.0,0.0,0.0,0.0
1376571369.0,1.0,2925.999384,0.0,0.0,126008.0,12580.0,0.0,0.0,0.0,0.0
1376571669.0,1.0,2925.999384,11.703997536,0.4,126008.0,48232.0,0.0,0.0666666666666666,0.0,0.0
1376571969.0,1.0,2925.999384,0.0,0.0,126008.0,17824.0,0.0,0.0666666666666666,0.0,0.0
1376572269.0,1.0,2925.999384,0.0,0.0,126008.0,11532.0,0.0,0.0,0.0,0.0
1376572569.0,1.0,2925.999384,0.0,0.0,126008.0,8388.0,0.0,0.0,0.0,0.0
1376572869.0,1.0,2925.999384,11.703997536,0.4,126008.0,38097.86666666667,0.0,0.1333333333333333,0.0,0.0
1376573169.0,1.0,2925.999384,0.0,0.0,126008.0,19920.8,0.0,0.0,0.0,0.0
1376573469.0,1.0,2925.999384,0.0,0.0,126008.0,14328.266666666666,0.0,0.0,0.0,0.0
1376573769.0,1.0,2925.999384,0.0,0.0,126008.0,13105.333333333334,0.0,0.0666666666666666,0.0,0.0
1376574069.0,1.0,2925.999384,11.703997536,0.4,126008.0,44562.66666666666,0.0,0.1333333333333333,0.0,0.0
1376574369.0,1.0,2925.999384,0.0,0.0,126008.0,20968.8,0.0,0.0,0.0,0.0
1376574669.0,1.0,2925.999384,0.0,0.0,126008.0,12405.333333333334,0.0,0.0,0.0,0.0
1376574969.0,1.0,2925.999384,11.703997536,0.4,126008.0,30756.533333333333,0.0,0.0666666666666666,0.0,0.0
1376575269.0,1.0,2925.999384,0.0,0.0,126008.0,23066.4,0.0,0.0,0.0,0.0
1376575569.0,1.0,2925.999384,0.0,0.0,126008.0,12930.133333333331,0.0,0.0666666666666666,0.0,0.0
1376575869.0,1.0,2925.999384,0.0,0.0,126008.0,15202.4,0.0,0.0,0.0,0.0
1376576169.0,1.0,2925.999384,11.703997536,0.4,126008.0,33552.8,0.0,0.0666666666666666,0.0,0.0
1376576469.0,1.0,2925.999384,0.0,0.0,126008.0,23590.4,0.0,0.0,0.0,0.0
1376576769.0,1.0,2925.999384,0.0,0.0,126008.0,15726.133333333331,0.0,0.0,0.0,0.0
1376577069.0,1.0,2925.999384,0.0,0.0,126008.0,12056.0,0.0,0.0,0.0,0.0
1376577669.0,1.0,2925.999384,0.0,0.0,126008.0,19920.8,0.0,0.0,0.0,0.0
1376577970.0,1.0,2925.999384,0.0,0.0,126008.0,9960.0,0.0,0.0,0.0,0.0
1376578270.0,1.0,2925.999384,11.703997536,0.4,126008.0,23765.866666666665,0.0,0.1333333333333333,0.0,0.0
1376578570.0,1.0,2925.999384,0.0,0.0,126008.0,47183.2,0.0,0.0,0.0,0.0
1376578870.0,1.0,2925.999384,0.0,0.0,126008.0,18872.8,0.0,0.0,0.0,0.0
1376579170.0,1.0,2925.999384,0.0,0.0,126008.0,13630.4,0.0,0.0666666666666666,0.0,0.0
1376579470.0,1.0,2925.999384,11.703997536,0.4,126008.0,28136.0,0.0,0.1333333333333333,0.0,0.0
1376579770.0,1.0,2925.999384,0.0,0.0,126008.0,23066.4,0.0,0.0,0.0,0.0
1376580070.0,1.0,2925.999384,0.0,0.0,126008.0,11008.0,0.0,0.0,0.0,0.0
1376580370.0,1.0,2925.999384,11.703997536,0.4,126008.0,18697.866666666665,0.0,0.0666666666666666,0.0,0.0
